file,class,method,variable,usage
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,isTrustAllCerts/0,trustAllCerts,1
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,isEnforceStartTLS/0,enforceStartTLS,1
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,getSmtpPort/0,smtpPort,1
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,clearHeaders/0,headerFields,3
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,setSmtpPort/1[java.lang.String],smtpPort,4
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,getPassword/0,password,1
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,"configureTLSProtocols/2[java.util.Properties,java.lang.String]",MAIL_PROPERTY_PREFIX,1
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,"configureTLSProtocols/2[java.util.Properties,java.lang.String]",logger,2
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,"configureTLSProtocols/2[java.util.Properties,java.lang.String]",useStartTLS,1
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,"configureTLSProtocols/2[java.util.Properties,java.lang.String]",useSSL,1
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,setUseStartTLS/1[boolean],useStartTLS,4
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,getHeaders/0,headerFields,1
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,setHeaderFields/1[org.apache.jmeter.testelement.property.CollectionProperty],headerFields,4
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,getUsername/0,username,1
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,setSender/1[java.lang.String],sender,4
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,getAttachments/0,attachments,1
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,setTrustStoreToUse/1[java.lang.String],trustStoreToUse,4
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,setConnectionTimeOut/1[java.lang.String],connectionTimeOut,4
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,setMailBody/1[java.lang.String],mailBody,1
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,getSmtpServer/0,smtpServer,1
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,getSender/0,sender,1
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,setSmtpServer/1[java.lang.String],smtpServer,4
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,"addHeader/2[java.lang.String,java.lang.String]",headerFields,3
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,setEnforceStartTLS/1[boolean],enforceStartTLS,4
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,setEmlMessage/1[java.lang.String],emlMessage,4
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,setReplyTo/1[java.util.List<org.apache.jmeter.protocol.smtp.sampler.protocol.InternetAddress>],replyTo,3
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,execute/1[org.apache.jmeter.protocol.smtp.sampler.protocol.Message],password,1
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,execute/1[org.apache.jmeter.protocol.smtp.sampler.protocol.Message],smtpServer,1
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,execute/1[org.apache.jmeter.protocol.smtp.sampler.protocol.Message],session,1
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,execute/1[org.apache.jmeter.protocol.smtp.sampler.protocol.Message],useAuthentication,1
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,execute/1[org.apache.jmeter.protocol.smtp.sampler.protocol.Message],logger,2
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,execute/1[org.apache.jmeter.protocol.smtp.sampler.protocol.Message],synchronousMode,1
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,execute/1[org.apache.jmeter.protocol.smtp.sampler.protocol.Message],username,1
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,clearAttachments/0,attachments,1
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,setTimeOut/1[java.lang.String],timeOut,4
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,setEnableDebug/1[boolean],enableDebug,1
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,setUseAuthentication/1[boolean],useAuthentication,4
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,setAttachments/1[java.util.List<java.io.File>],attachments,4
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,buildMessage/0,attachments,3
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,buildMessage/0,mailBody,3
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,buildMessage/0,sendEmlMessage,1
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,buildMessage/0,session,2
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,buildMessage/0,subject,2
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,buildMessage/0,plainBody,1
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,buildMessage/0,receiverTo,3
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,buildMessage/0,sender,2
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,buildMessage/0,receiverCC,3
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,buildMessage/0,replyTo,3
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,buildMessage/0,headerFields,2
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,buildMessage/0,emlMessage,1
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,buildMessage/0,receiverBCC,3
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,getTlsProtocolsToUse/0,tlsProtocols,1
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,getUseSSL/0,useSSL,1
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,getReceiverBCC/0,receiverBCC,1
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,addAttachment/1[java.io.File],attachments,1
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,getPort/0,smtpPort,1
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,getPort/0,useStartTLS,1
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,getPort/0,useSSL,1
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,getUseStartTLS/0,useStartTLS,1
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,setUseLocalTrustStore/1[boolean],useLocalTrustStore,4
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,SendMailCommand/0,attachments,1
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,SendMailCommand/0,headerFields,1
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,setUsername/1[java.lang.String],username,4
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,getConnectionTimeout/0,connectionTimeOut,1
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,getTimeout/0,timeOut,1
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,setReceiverBCC/1[java.util.List<org.apache.jmeter.protocol.smtp.sampler.protocol.InternetAddress>],receiverBCC,4
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,setReceiverTo/1[java.util.List<org.apache.jmeter.protocol.smtp.sampler.protocol.InternetAddress>],receiverTo,4
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,setReceiverCC/1[java.util.List<org.apache.jmeter.protocol.smtp.sampler.protocol.InternetAddress>],receiverCC,4
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,setSynchronousMode/1[boolean],synchronousMode,4
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,setUseEmlMessage/1[boolean],sendEmlMessage,3
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,setTrustAllCerts/1[boolean],trustAllCerts,4
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,setPassword/1[java.lang.String],password,4
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,prepareMessage/0,MAIL_PROPERTY_PREFIX,5
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,prepareMessage/0,enableDebug,1
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,prepareMessage/0,smtpServer,1
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,prepareMessage/0,enforceStartTLS,1
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,prepareMessage/0,session,1
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,prepareMessage/0,useAuthentication,1
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,prepareMessage/0,useStartTLS,1
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,setSubject/1[java.lang.String],subject,4
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,getSubject/0,subject,1
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,setPlainBody/1[boolean],plainBody,4
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,isSynchronousMode/0,synchronousMode,1
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,setUseSSL/1[boolean],useSSL,4
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,getReceiverCC/0,receiverCC,1
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,setTlsProtocolsToUse/1[java.lang.String],tlsProtocols,4
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,getProtocol/0,useSSL,1
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,configureCertificateTrust/1[java.util.Properties],useLocalTrustStore,1
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,configureCertificateTrust/1[java.util.Properties],trustStoreToUse,2
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,configureCertificateTrust/1[java.util.Properties],logger,4
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,configureCertificateTrust/1[java.util.Properties],FALSE,4
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,configureCertificateTrust/1[java.util.Properties],useStartTLS,2
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,configureCertificateTrust/1[java.util.Properties],TRUST_ALL_SOCKET_FACTORY,2
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,configureCertificateTrust/1[java.util.Properties],trustAllCerts,1
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/SendMailCommand.java,org.apache.jmeter.protocol.smtp.sampler.protocol.SendMailCommand,configureCertificateTrust/1[java.util.Properties],useSSL,2
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/TrustAllSSLSocketFactory.java,org.apache.jmeter.protocol.smtp.sampler.protocol.TrustAllSSLSocketFactory,TrustAllSSLSocketFactory/0,factory,1
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/TrustAllSSLSocketFactory.java,org.apache.jmeter.protocol.smtp.sampler.protocol.TrustAllSSLSocketFactory,createSocket/0,factory,1
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/TrustAllSSLSocketFactory.java,org.apache.jmeter.protocol.smtp.sampler.protocol.TrustAllSSLSocketFactory,getDefaultCipherSuites/0,factory,1
/home/kiel/Documentos/padrões/Projeto/jMete/jmeter/src/protocol/mail/src/main/java/org/apache/jmeter/protocol/smtp/sampler/protocol/TrustAllSSLSocketFactory.java,org.apache.jmeter.protocol.smtp.sampler.protocol.TrustAllSSLSocketFactory,"createSocket/4[java.net.Socket,java.lang.String,int,boolean]",factory,1
